election,state,federalist,anti_federalist,democratic_republican,democratic,national_republican,whig,republican,third_party,NOTE
1884,North Carolina,0.0000,0.0000,0.0000,0.5325,0.0000,0.0000,0.4659,0.0016,
1884,Ohio,0.0000,0.0000,0.0000,0.4694,0.0000,0.0000,0.5099,0.0207,
1884,Oregon,0.0000,0.0000,0.0000,0.4670,0.0000,0.0000,0.5099,0.0231,
1884,Pennsylvania,0.0000,0.0000,0.0000,0.4346,0.0000,0.0000,0.5297,0.0357,
1884,Rhode Island,0.0000,0.0000,0.0000,0.3781,0.0000,0.0000,0.5807,0.0412,
1884,South Carolina,0.0000,0.0000,0.0000,0.7525,0.0000,0.0000,0.2341,0.0134,
1884,Tennessee,0.0000,0.0000,0.0000,0.5145,0.0000,0.0000,0.4774,0.0081,
1884,Texas,0.0000,0.0000,0.0000,0.6926,0.0000,0.0000,0.2863,0.0211,
1884,Vermont,0.0000,0.0000,0.0000,0.2918,0.0000,0.0000,0.6652,0.0430,
1884,Virginia,0.0000,0.0000,0.0000,0.5105,0.0000,0.0000,0.4890,0.0005,
1884,West Virginia,0.0000,0.0000,0.0000,0.5094,0.0000,0.0000,0.4775,0.0131,
1884,Wisconsin,0.0000,0.0000,0.0000,0.4579,0.0000,0.0000,0.5038,0.0383,
1888,Alabama,0.0000,0.0000,0.0000,0.6700,0.0000,0.0000,0.3266,0.0034,
1888,Arkansas,0.0000,0.0000,0.0000,0.5480,0.0000,0.0000,0.3804,0.0716,
1888,California,0.0000,0.0000,0.0000,0.4684,0.0000,0.0000,0.4966,0.0350,
1888,Colorado,0.0000,0.0000,0.0000,0.4084,0.0000,0.0000,0.5522,0.0394,
1888,Connecticut,0.0000,0.0000,0.0000,0.4866,0.0000,0.0000,0.4844,0.0290,
1888,Delaware,0.0000,0.0000,0.0000,0.5515,0.0000,0.0000,0.4351,0.0134,
1888,Florida,0.0000,0.0000,0.0000,0.5948,0.0000,0.0000,0.3989,0.0063,
1888,Georgia,0.0000,0.0000,0.0000,0.7031,0.0000,0.0000,0.2833,0.0136,
1888,Illinois,0.0000,0.0000,0.0000,0.4658,0.0000,0.0000,0.4954,0.0388,
1888,Indiana,0.0000,0.0000,0.0000,0.4861,0.0000,0.0000,0.4905,0.0234,
1888,Iowa,0.0000,0.0000,0.0000,0.4451,0.0000,0.0000,0.5236,0.0313,
1888,Kansas,0.0000,0.0000,0.0000,0.3103,0.0000,0.0000,0.5523,0.1374,
1888,Kentucky,0.0000,0.0000,0.0000,0.5330,0.0000,0.0000,0.4498,0.0172,
1888,Louisiana,0.0000,0.0000,0.0000,0.7337,0.0000,0.0000,0.2646,0.0017,
1888,Maine,0.0000,0.0000,0.0000,0.3935,0.0000,0.0000,0.5749,0.0316,
1888,Maryland,0.0000,0.0000,0.0000,0.5034,0.0000,0.0000,0.4740,0.0226,
1888,Massachusetts,0.0000,0.0000,0.0000,0.4404,0.0000,0.0000,0.5342,0.0254,
1888,Michigan,0.0000,0.0000,0.0000,0.4491,0.0000,0.0000,0.4973,0.0536,
1888,Minnesota,0.0000,0.0000,0.0000,0.3965,0.0000,0.0000,0.5412,0.0623,
1888,Mississippi,0.0000,0.0000,0.0000,0.7380,0.0000,0.0000,0.2599,0.0021,
1888,Missouri,0.0000,0.0000,0.0000,0.5024,0.0000,0.0000,0.4531,0.0445,
1888,Nebraska,0.0000,0.0000,0.0000,0.3975,0.0000,0.0000,0.5351,0.0674,
1888,Nevada,0.0000,0.0000,0.0000,0.4194,0.0000,0.0000,0.5773,0.0033,
1888,New Hampshire,0.0000,0.0000,0.0000,0.4784,0.0000,0.0000,0.5034,0.0182,
1888,New Jersey,0.0000,0.0000,0.0000,0.4987,0.0000,0.0000,0.4752,0.0261,
1888,New York,0.0000,0.0000,0.0000,0.4819,0.0000,0.0000,0.4928,0.0253,
1888,North Carolina,0.0000,0.0000,0.0000,0.5179,0.0000,0.0000,0.4720,0.0101,
1888,Ohio,0.0000,0.0000,0.0000,0.4718,0.0000,0.0000,0.4951,0.0331,
1888,Oregon,0.0000,0.0000,0.0000,0.4288,0.0000,0.0000,0.5382,0.0330,
1888,Pennsylvania,0.0000,0.0000,0.0000,0.4477,0.0000,0.0000,0.5274,0.0249,
1888,Rhode Island,0.0000,0.0000,0.0000,0.4299,0.0000,0.0000,0.5388,0.0313,
1888,South Carolina,0.0000,0.0000,0.0000,0.8228,0.0000,0.0000,0.1717,0.0055,
1888,Tennessee,0.0000,0.0000,0.0000,0.5226,0.0000,0.0000,0.4576,0.0198,
1888,Texas,0.0000,0.0000,0.0000,0.6570,0.0000,0.0000,0.2473,0.0957,
1888,Utah,0.0000,0.0000,0.0000,0.2565,0.0000,0.0000,0.6905,0.0530,
1888,Virginia,0.0000,0.0000,0.0000,0.4999,0.0000,0.0000,0.4946,0.0055,
1888,West Virginia,0.0000,0.0000,0.0000,0.4935,0.0000,0.0000,0.4903,0.0162,
1888,Wisconsin,0.0000,0.0000,0.0000,0.4377,0.0000,0.0000,0.4979,0.0644,
1892,Alabama,0.0000,0.0000,0.0000,0.5940,0.0000,0.0000,0.0395,0.3665,
1892,Arkansas,0.0000,0.0000,0.0000,0.5930,0.0000,0.0000,0.3178,0.0892,
1892,California,0.0000,0.0000,0.0000,0.4383,0.0000,0.0000,0.4378,0.1239,
1892,Colorado,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4113,0.5887,Democratic candidate was not on ballot.
1892,Connecticut,0.0000,0.0000,0.0000,0.5006,0.0000,0.0000,0.4680,0.0314,
1892,Delaware,0.0000,0.0000,0.0000,0.4990,0.0000,0.0000,0.4855,0.0155,
1892,Florida,0.0000,0.0000,0.0000,0.8501,0.0000,0.0000,0.0000,0.1499,Republican candidate was not on ballot.
1892,Georgia,0.0000,0.0000,0.0000,0.5801,0.0000,0.0000,0.2170,0.2029,
1892,Idaho,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4431,0.5569,Democratic candidate was not on ballot.
1892,Illinois,0.0000,0.0000,0.0000,0.4879,0.0000,0.0000,0.4570,0.0551,
1892,Indiana,0.0000,0.0000,0.0000,0.4746,0.0000,0.0000,0.4617,0.0637,
1892,Iowa,0.0000,0.0000,0.0000,0.4431,0.0000,0.0000,0.4960,0.0609,
1892,Kansas,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4840,0.5160,Democratic candidate was not on ballot.
1892,Kentucky,0.0000,0.0000,0.0000,0.5148,0.0000,0.0000,0.3974,0.0878,
1892,Louisiana,0.0000,0.0000,0.0000,0.7653,0.0000,0.0000,0.2347,0.0000,
1892,Maine,0.0000,0.0000,0.0000,0.4126,0.0000,0.0000,0.5405,0.0469,
1892,Maryland,0.0000,0.0000,0.0000,0.5339,0.0000,0.0000,0.4348,0.0313,
1892,Massachusetts,0.0000,0.0000,0.0000,0.4522,0.0000,0.0000,0.5187,0.0291,
1892,Michigan,0.0000,0.0000,0.0000,0.4326,0.0000,0.0000,0.4779,0.0895,
1892,Minnesota,0.0000,0.0000,0.0000,0.3776,0.0000,0.0000,0.4596,0.1628,
1892,Mississippi,0.0000,0.0000,0.0000,0.7622,0.0000,0.0000,0.0266,0.2112,
1892,Missouri,0.0000,0.0000,0.0000,0.4956,0.0000,0.0000,0.4203,0.0841,
1892,Montana,0.0000,0.0000,0.0000,0.3979,0.0000,0.0000,0.4244,0.1777,
1892,Nebraska,0.0000,0.0000,0.0000,0.1246,0.0000,0.0000,0.4356,0.4398,
1892,Nevada,0.0000,0.0000,0.0000,0.0656,0.0000,0.0000,0.2584,0.6760,
1892,New Hampshire,0.0000,0.0000,0.0000,0.4711,0.0000,0.0000,0.5111,0.0178,
1892,New Jersey,0.0000,0.0000,0.0000,0.5067,0.0000,0.0000,0.4624,0.0309,
1892,New York,0.0000,0.0000,0.0000,0.4899,0.0000,0.0000,0.4558,0.0543,
1892,North Carolina,0.0000,0.0000,0.0000,0.4744,0.0000,0.0000,0.3580,0.1676,
1892,North Dakota,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4850,0.5150,Democratic candidate was not on ballot.
1892,Ohio,0.0000,0.0000,0.0000,0.4753,0.0000,0.0000,0.4766,0.0481,
1892,Oregon,0.0000,0.0000,0.0000,0.1815,0.0000,0.0000,0.4459,0.3726,
1892,Pennsylvania,0.0000,0.0000,0.0000,0.4509,0.0000,0.0000,0.5145,0.0346,
1892,Rhode Island,0.0000,0.0000,0.0000,0.4575,0.0000,0.0000,0.5071,0.0354,
1892,South Carolina,0.0000,0.0000,0.0000,0.7756,0.0000,0.0000,0.1893,0.0351,
1892,South Dakota,0.0000,0.0000,0.0000,0.1288,0.0000,0.0000,0.4948,0.3764,
1892,Tennessee,0.0000,0.0000,0.0000,0.5136,0.0000,0.0000,0.3783,0.1081,
1892,Texas,0.0000,0.0000,0.0000,0.5665,0.0000,0.0000,0.1922,0.2413,
1892,Vermont,0.0000,0.0000,0.0000,0.2926,0.0000,0.0000,0.6809,0.0265,
1892,Virginia,0.0000,0.0000,0.0000,0.5617,0.0000,0.0000,0.3870,0.0513,
1892,Washington,0.0000,0.0000,0.0000,0.3388,0.0000,0.0000,0.4145,0.2467,
1892,West Virginia,0.0000,0.0000,0.0000,0.4937,0.0000,0.0000,0.4693,0.0370,
1892,Wisconsin,0.0000,0.0000,0.0000,0.4772,0.0000,0.0000,0.4605,0.0623,
1892,Wyoming,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5052,0.4948,Democratic candidate was not on ballot.
1896,Alabama,0.0000,0.0000,0.0000,0.6696,0.0000,0.0000,0.2861,0.0443,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,Arkansas,0.0000,0.0000,0.0000,0.7372,0.0000,0.0000,0.2512,0.0116,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,California,0.0000,0.0000,0.0000,0.4851,0.0000,0.0000,0.4916,0.0233,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,Colorado,0.0000,0.0000,0.0000,0.8495,0.0000,0.0000,0.1386,0.0119,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,Connecticut,0.0000,0.0000,0.0000,0.3254,0.0000,0.0000,0.6324,0.0422,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,Delaware,0.0000,0.0000,0.0000,0.4310,0.0000,0.0000,0.5318,0.0372,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,Florida,0.0000,0.0000,0.0000,0.7046,0.0000,0.0000,0.2430,0.0524,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,Georgia,0.0000,0.0000,0.0000,0.5778,0.0000,0.0000,0.3656,0.0566,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,Idaho,0.0000,0.0000,0.0000,0.7810,0.0000,0.0000,0.2132,0.0058,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,Illinois,0.0000,0.0000,0.0000,0.4268,0.0000,0.0000,0.5566,0.0166,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,Indiana,0.0000,0.0000,0.0000,0.4796,0.0000,0.0000,0.5082,0.0122,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,Iowa,0.0000,0.0000,0.0000,0.4290,0.0000,0.0000,0.5547,0.0163,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,Kansas,0.0000,0.0000,0.0000,0.5132,0.0000,0.0000,0.4763,0.0105,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,Kentucky,0.0000,0.0000,0.0000,0.4886,0.0000,0.0000,0.4893,0.0221,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,Louisiana,0.0000,0.0000,0.0000,0.7638,0.0000,0.0000,0.2181,0.0181,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,Maine,0.0000,0.0000,0.0000,0.2921,0.0000,0.0000,0.6790,0.0289,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,Maryland,0.0000,0.0000,0.0000,0.4162,0.0000,0.0000,0.5473,0.0365,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,Massachusetts,0.0000,0.0000,0.0000,0.2632,0.0000,0.0000,0.6947,0.0421,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,Michigan,0.0000,0.0000,0.0000,0.4347,0.0000,0.0000,0.5377,0.0276,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,Minnesota,0.0000,0.0000,0.0000,0.4089,0.0000,0.0000,0.5662,0.0249,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,Mississippi,0.0000,0.0000,0.0000,0.9104,0.0000,0.0000,0.0692,0.0204,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,Missouri,0.0000,0.0000,0.0000,0.5396,0.0000,0.0000,0.4525,0.0079,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,Montana,0.0000,0.0000,0.0000,0.7993,0.0000,0.0000,0.1971,0.0036,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,Nebraska,0.0000,0.0000,0.0000,0.5153,0.0000,0.0000,0.4618,0.0229,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,Nevada,0.0000,0.0000,0.0000,0.8121,0.0000,0.0000,0.1879,0.0000,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,New Hampshire,0.0000,0.0000,0.0000,0.2588,0.0000,0.0000,0.6866,0.0546,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,New Jersey,0.0000,0.0000,0.0000,0.3602,0.0000,0.0000,0.5968,0.0430,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,New York,0.0000,0.0000,0.0000,0.3872,0.0000,0.0000,0.5758,0.0370,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,North Carolina,0.0000,0.0000,0.0000,0.5264,0.0000,0.0000,0.4682,0.0054,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,North Dakota,0.0000,0.0000,0.0000,0.4365,0.0000,0.0000,0.5557,0.0078,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,Ohio,0.0000,0.0000,0.0000,0.4708,0.0000,0.0000,0.5186,0.0106,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,Oregon,0.0000,0.0000,0.0000,0.4798,0.0000,0.0000,0.5007,0.0195,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,Pennsylvania,0.0000,0.0000,0.0000,0.3627,0.0000,0.0000,0.6098,0.0275,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,Rhode Island,0.0000,0.0000,0.0000,0.2639,0.0000,0.0000,0.6833,0.0528,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,South Carolina,0.0000,0.0000,0.0000,0.8530,0.0000,0.0000,0.1351,0.0119,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,South Dakota,0.0000,0.0000,0.0000,0.4970,0.0000,0.0000,0.4948,0.0082,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,Tennessee,0.0000,0.0000,0.0000,0.5209,0.0000,0.0000,0.4633,0.0158,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,Texas,0.0000,0.0000,0.0000,0.6800,0.0000,0.0000,0.3075,0.0125,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,Utah,0.0000,0.0000,0.0000,0.8270,0.0000,0.0000,0.1727,0.0003,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,Vermont,0.0000,0.0000,0.0000,0.1666,0.0000,0.0000,0.8008,0.0326,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,Virginia,0.0000,0.0000,0.0000,0.5250,0.0000,0.0000,0.4594,0.0156,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,Washington,0.0000,0.0000,0.0000,0.5697,0.0000,0.0000,0.4184,0.0119,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,West Virginia,0.0000,0.0000,0.0000,0.4683,0.0000,0.0000,0.5223,0.0094,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,Wisconsin,0.0000,0.0000,0.0000,0.3700,0.0000,0.0000,0.5993,0.0307,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1896,Wyoming,0.0000,0.0000,0.0000,0.5149,0.0000,0.0000,0.4775,0.0076,"Democratic ticket was alliance of Democratic, Populist, and Silver party."
1900,Alabama,0.0000,0.0000,0.0000,0.6082,0.0000,0.0000,0.3482,0.0436,
1900,Arkansas,0.0000,0.0000,0.0000,0.6346,0.0000,0.0000,0.3504,0.0150,
1900,California,0.0000,0.0000,0.0000,0.4134,0.0000,0.0000,0.5450,0.0416,
1900,Colorado,0.0000,0.0000,0.0000,0.5543,0.0000,0.0000,0.4204,0.0253,
1900,Connecticut,0.0000,0.0000,0.0000,0.4107,0.0000,0.0000,0.5692,0.0201,
1900,Delaware,0.0000,0.0000,0.0000,0.4490,0.0000,0.0000,0.5367,0.0143,
1900,Florida,0.0000,0.0000,0.0000,0.7131,0.0000,0.0000,0.1855,0.1014,
1900,Georgia,0.0000,0.0000,0.0000,0.6686,0.0000,0.0000,0.2822,0.0492,
1900,Idaho,0.0000,0.0000,0.0000,0.5079,0.0000,0.0000,0.4696,0.0225,
1900,Illinois,0.0000,0.0000,0.0000,0.4444,0.0000,0.0000,0.5283,0.0273,
1900,Indiana,0.0000,0.0000,0.0000,0.4662,0.0000,0.0000,0.5060,0.0278,
1900,Iowa,0.0000,0.0000,0.0000,0.3946,0.0000,0.0000,0.5804,0.0250,
1900,Kansas,0.0000,0.0000,0.0000,0.4596,0.0000,0.0000,0.5256,0.0148,
1900,Kentucky,0.0000,0.0000,0.0000,0.5021,0.0000,0.0000,0.4851,0.0128,
1900,Louisiana,0.0000,0.0000,0.0000,0.7903,0.0000,0.0000,0.2096,0.0001,
1900,Maine,0.0000,0.0000,0.0000,0.3484,0.0000,0.0000,0.6189,0.0327,
1900,Maryland,0.0000,0.0000,0.0000,0.4623,0.0000,0.0000,0.5150,0.0227,
1900,Massachusetts,0.0000,0.0000,0.0000,0.3785,0.0000,0.0000,0.5759,0.0456,
1900,Michigan,0.0000,0.0000,0.0000,0.3889,0.0000,0.0000,0.5810,0.0301,
1900,Minnesota,0.0000,0.0000,0.0000,0.3569,0.0000,0.0000,0.6021,0.0410,
1900,Mississippi,0.0000,0.0000,0.0000,0.8756,0.0000,0.0000,0.0966,0.0278,
1900,Missouri,0.0000,0.0000,0.0000,0.5148,0.0000,0.0000,0.4594,0.0258,
1900,Montana,0.0000,0.0000,0.0000,0.5843,0.0000,0.0000,0.3979,0.0178,
1900,Nebraska,0.0000,0.0000,0.0000,0.4722,0.0000,0.0000,0.5046,0.0232,
1900,Nevada,0.0000,0.0000,0.0000,0.6225,0.0000,0.0000,0.3775,0.0000,
1900,New Hampshire,0.0000,0.0000,0.0000,0.3842,0.0000,0.0000,0.5933,0.0225,
1900,New Jersey,0.0000,0.0000,0.0000,0.4109,0.0000,0.0000,0.5528,0.0363,
1900,New York,0.0000,0.0000,0.0000,0.4383,0.0000,0.0000,0.5310,0.0307,
1900,North Carolina,0.0000,0.0000,0.0000,0.5392,0.0000,0.0000,0.4547,0.0061,
1900,North Dakota,0.0000,0.0000,0.0000,0.3553,0.0000,0.0000,0.6212,0.0235,
1900,Ohio,0.0000,0.0000,0.0000,0.4566,0.0000,0.0000,0.5230,0.0204,
1900,Oregon,0.0000,0.0000,0.0000,0.3941,0.0000,0.0000,0.5546,0.0513,
1900,Pennsylvania,0.0000,0.0000,0.0000,0.3616,0.0000,0.0000,0.6074,0.0310,
1900,Rhode Island,0.0000,0.0000,0.0000,0.3504,0.0000,0.0000,0.5974,0.0522,
1900,South Carolina,0.0000,0.0000,0.0000,0.9296,0.0000,0.0000,0.0704,0.0000,
1900,South Dakota,0.0000,0.0000,0.0000,0.4114,0.0000,0.0000,0.5673,0.0213,
1900,Tennessee,0.0000,0.0000,0.0000,0.5303,0.0000,0.0000,0.4495,0.0202,
1900,Texas,0.0000,0.0000,0.0000,0.6312,0.0000,0.0000,0.3083,0.0605,
1900,Utah,0.0000,0.0000,0.0000,0.4830,0.0000,0.0000,0.5058,0.0112,
1900,Vermont,0.0000,0.0000,0.0000,0.2286,0.0000,0.0000,0.7573,0.0141,
1900,Virginia,0.0000,0.0000,0.0000,0.5529,0.0000,0.0000,0.4382,0.0089,
1900,Washington,0.0000,0.0000,0.0000,0.4170,0.0000,0.0000,0.5344,0.0486,
1900,West Virginia,0.0000,0.0000,0.0000,0.4475,0.0000,0.0000,0.5427,0.0098,
1900,Wisconsin,0.0000,0.0000,0.0000,0.3597,0.0000,0.0000,0.6006,0.0397,
1900,Wyoming,0.0000,0.0000,0.0000,0.4117,0.0000,0.0000,0.5866,0.0017,
1904,Alabama,0.0000,0.0000,0.0000,0.7335,0.0000,0.0000,0.2066,0.0599,
1904,Arkansas,0.0000,0.0000,0.0000,0.5535,0.0000,0.0000,0.4025,0.0440,
1904,California,0.0000,0.0000,0.0000,0.2694,0.0000,0.0000,0.6184,0.1122,
1904,Colorado,0.0000,0.0000,0.0000,0.4108,0.0000,0.0000,0.5526,0.0366,
1904,Connecticut,0.0000,0.0000,0.0000,0.3815,0.0000,0.0000,0.5812,0.0373,
1904,Delaware,0.0000,0.0000,0.0000,0.4411,0.0000,0.0000,0.5405,0.0184,
1904,Florida,0.0000,0.0000,0.0000,0.6833,0.0000,0.0000,0.2148,0.1019,
1904,Georgia,0.0000,0.0000,0.0000,0.6372,0.0000,0.0000,0.1833,0.1795,
1904,Idaho,0.0000,0.0000,0.0000,0.2546,0.0000,0.0000,0.6584,0.0870,
1904,Illinois,0.0000,0.0000,0.0000,0.3043,0.0000,0.0000,0.5877,0.1080,
1904,Indiana,0.0000,0.0000,0.0000,0.4022,0.0000,0.0000,0.5399,0.0579,
1904,Iowa,0.0000,0.0000,0.0000,0.3071,0.0000,0.0000,0.6339,0.0590,
1904,Kansas,0.0000,0.0000,0.0000,0.2623,0.0000,0.0000,0.6481,0.0896,
1904,Kentucky,0.0000,0.0000,0.0000,0.4982,0.0000,0.0000,0.4713,0.0305,
1904,Louisiana,0.0000,0.0000,0.0000,0.8850,0.0000,0.0000,0.0966,0.0184,
1904,Maine,0.0000,0.0000,0.0000,0.2849,0.0000,0.0000,0.6744,0.0407,
1904,Maryland,0.0000,0.0000,0.0000,0.4881,0.0000,0.0000,0.4883,0.0236,
1904,Massachusetts,0.0000,0.0000,0.0000,0.3724,0.0000,0.0000,0.5792,0.0484,
1904,Michigan,0.0000,0.0000,0.0000,0.2579,0.0000,0.0000,0.6951,0.0470,
1904,Minnesota,0.0000,0.0000,0.0000,0.1884,0.0000,0.0000,0.7398,0.0718,
1904,Mississippi,0.0000,0.0000,0.0000,0.9107,0.0000,0.0000,0.0559,0.0334,
1904,Missouri,0.0000,0.0000,0.0000,0.4602,0.0000,0.0000,0.4993,0.0405,
1904,Montana,0.0000,0.0000,0.0000,0.3379,0.0000,0.0000,0.5421,0.1200,
1904,Nebraska,0.0000,0.0000,0.0000,0.2344,0.0000,0.0000,0.6138,0.1518,
1904,Nevada,0.0000,0.0000,0.0000,0.3287,0.0000,0.0000,0.5666,0.1047,
1904,New Hampshire,0.0000,0.0000,0.0000,0.3779,0.0000,0.0000,0.6007,0.0214,
1904,New Jersey,0.0000,0.0000,0.0000,0.3805,0.0000,0.0000,0.5668,0.0527,
1904,New York,0.0000,0.0000,0.0000,0.4228,0.0000,0.0000,0.5313,0.0459,
1904,North Carolina,0.0000,0.0000,0.0000,0.5971,0.0000,0.0000,0.3967,0.0062,
1904,North Dakota,0.0000,0.0000,0.0000,0.2039,0.0000,0.0000,0.7512,0.0449,
1904,Ohio,0.0000,0.0000,0.0000,0.3432,0.0000,0.0000,0.5975,0.0593,
1904,Oregon,0.0000,0.0000,0.0000,0.1943,0.0000,0.0000,0.6706,0.1351,
1904,Pennsylvania,0.0000,0.0000,0.0000,0.2733,0.0000,0.0000,0.6800,0.0467,
1904,Rhode Island,0.0000,0.0000,0.0000,0.3618,0.0000,0.0000,0.6060,0.0322,
1904,South Carolina,0.0000,0.0000,0.0000,0.9536,0.0000,0.0000,0.0463,0.0001,
1904,South Dakota,0.0000,0.0000,0.0000,0.2167,0.0000,0.0000,0.7109,0.0724,
1904,Tennessee,0.0000,0.0000,0.0000,0.5423,0.0000,0.0000,0.4340,0.0237,
1904,Texas,0.0000,0.0000,0.0000,0.7145,0.0000,0.0000,0.2190,0.0665,
1904,Utah,0.0000,0.0000,0.0000,0.3286,0.0000,0.0000,0.6142,0.0572,
1904,Vermont,0.0000,0.0000,0.0000,0.1884,0.0000,0.0000,0.7797,0.0319,
1904,Virginia,0.0000,0.0000,0.0000,0.6184,0.0000,0.0000,0.3695,0.0121,
1904,Washington,0.0000,0.0000,0.0000,0.1936,0.0000,0.0000,0.6995,0.1069,
1904,West Virginia,0.0000,0.0000,0.0000,0.4203,0.0000,0.0000,0.5526,0.0271,
1904,Wisconsin,0.0000,0.0000,0.0000,0.2801,0.0000,0.0000,0.6321,0.0878,
1904,Wyoming,0.0000,0.0000,0.0000,0.2908,0.0000,0.0000,0.6672,0.0420,
1908,Alabama,0.0000,0.0000,0.0000,0.7075,0.0000,0.0000,0.2431,0.0494,
1908,Arkansas,0.0000,0.0000,0.0000,0.5731,0.0000,0.0000,0.3730,0.0539,
1908,California,0.0000,0.0000,0.0000,0.3298,0.0000,0.0000,0.5546,0.1156,
1908,Colorado,0.0000,0.0000,0.0000,0.4800,0.0000,0.0000,0.4688,0.0512,
1908,Connecticut,0.0000,0.0000,0.0000,0.3592,0.0000,0.0000,0.5943,0.0465,
1908,Delaware,0.0000,0.0000,0.0000,0.4594,0.0000,0.0000,0.5210,0.0196,
1908,Florida,0.0000,0.0000,0.0000,0.6301,0.0000,0.0000,0.2158,0.1541,
1908,Georgia,0.0000,0.0000,0.0000,0.5460,0.0000,0.0000,0.3121,0.1419,
1908,Idaho,0.0000,0.0000,0.0000,0.3717,0.0000,0.0000,0.5409,0.0874,
1908,Illinois,0.0000,0.0000,0.0000,0.3902,0.0000,0.0000,0.5453,0.0645,
1908,Indiana,0.0000,0.0000,0.0000,0.4691,0.0000,0.0000,0.4840,0.0469,
1908,Iowa,0.0000,0.0000,0.0000,0.4058,0.0000,0.0000,0.5562,0.0380,
1908,Kansas,0.0000,0.0000,0.0000,0.4288,0.0000,0.0000,0.5246,0.0466,
1908,Kentucky,0.0000,0.0000,0.0000,0.4974,0.0000,0.0000,0.4803,0.0223,
1908,Louisiana,0.0000,0.0000,0.0000,0.8463,0.0000,0.0000,0.1193,0.0344,
1908,Maine,0.0000,0.0000,0.0000,0.3329,0.0000,0.0000,0.6300,0.0371,
1908,Maryland,0.0000,0.0000,0.0000,0.4859,0.0000,0.0000,0.4885,0.0256,
1908,Massachusetts,0.0000,0.0000,0.0000,0.3404,0.0000,0.0000,0.5821,0.0775,
1908,Michigan,0.0000,0.0000,0.0000,0.3244,0.0000,0.0000,0.6193,0.0563,
1908,Minnesota,0.0000,0.0000,0.0000,0.3302,0.0000,0.0000,0.5911,0.0787,
1908,Mississippi,0.0000,0.0000,0.0000,0.9011,0.0000,0.0000,0.0652,0.0337,
1908,Missouri,0.0000,0.0000,0.0000,0.4841,0.0000,0.0000,0.4850,0.0309,
1908,Montana,0.0000,0.0000,0.0000,0.4261,0.0000,0.0000,0.4698,0.1041,
1908,Nebraska,0.0000,0.0000,0.0000,0.4914,0.0000,0.0000,0.4760,0.0326,
1908,Nevada,0.0000,0.0000,0.0000,0.4571,0.0000,0.0000,0.4393,0.1036,
1908,New Hampshire,0.0000,0.0000,0.0000,0.3756,0.0000,0.0000,0.5932,0.0312,
